"Street","Suburb","State","Postcode","Charger Plug Type","Total Chargers","Charge Speed (kW)","Installation Date","Network Name","Charger Manufacturer","Plugshare Score","Latest Comments","URL","Name"
"2A Tobruk Rd","Jerramungup","WA","6337","COMBO_TYPE2, COMBO_TYPE2, TYPE_2","2","","2023-08-12T08:08:41Z, 2023-09-05T07:53:16Z","WA EV Network","","","Transformers installed. No further signs of construction -- checkin created before location officially marked open (Rating: 0), Could be a few more months. Esperance due in October, so fingers crossed. -- checkin created before location officially marked open (Rating: 0)","https://www.plugshare.com/location/548999","Kokoda Op Shop (Coming Soon)"
"null null","Walpole","WA","6398","TYPE_2, COMBO_TYPE2, COMBO_TYPE2","2","7, 150","2023-08-07T19:20:47Z, 2023-08-07T19:20:47Z","Chargefox","Kempower","10"," (Rating: 1), Here till 1:20 on Electron pump B. (Rating: 1),  (Rating: 1),  (Rating: 1), Working well but steady at 59kW when I saw 80 here last week - perhaps the electricity supply grid is under some load?
Still, hurrah for WA EV Charging Network 👍👏 (Rating: 1),  (Rating: 1), Great stop. Nice road house fuss free charge (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Brilliant. One bay free.  (Rating: 1),  (Rating: 1), Charge!!! (Rating: 1),  (Rating: 1), I’ll be here until about 3:45. (Rating: 1), Fantastic place to charge.  (Rating: 1), Topping up at the new charger (thanks Walpole!). I’ll be here until about 11:30. (Rating: 1), Will be an hour (Rating: 1),  (Rating: 1), Awesome spot....beautiful region and Kempower chargers that work like breeze (Rating: 1), Forgot to checking at the time! All good. Quick charger. (Rating: 1), AC unit (Rating: 1),  (Rating: 1), Now online, great to see -- checkin created before location officially marked open (Rating: 0), Very fast top up -- checkin created before location officially marked open (Rating: 0), checkin created before location officially marked open (Rating: 0)","https://www.plugshare.com/location/543574","Walpole Nornalup Visitor Centre"
"74 Grey St","Kalbarri","WA","6536","COMBO, COMBO, TYPE_2","2","75, 7.6","2022-12-07T04:02:17Z, 2022-12-07T04:02:17Z","WA EV Network","","","Have moved from foreshore to visitors centre carpark. Northampton Shire Bulletin August 2023: 
“The Synergy Electric Vehicle Charging station is operational in Northampton and a Development Application is now out for public comment for Kalbarri. The proposed Kalbarri EV Charging Station has been relocated from the foreshore to the Allen Centre carpark after concerns were previously raised by the Kalbarri community. Please see the website for further detail.” -- checkin created before location officially marked open (Rating: 0), checkin created before location officially marked open (Rating: 0)","https://www.plugshare.com/location/476702","WA EV Network - Kalbarri (Coming Soon)"
"null null","Hyden","WA","6359","COMBO_TYPE2, COMBO_TYPE2, TYPE_2","2","","2023-09-11T07:43:27Z, 2023-09-11T07:43:27Z","WA EV Network","","","","https://www.plugshare.com/location/557601","WA EV Network - Hyden (Coming Soon)"
"null Unnamed Road","Boorabbin","WA","6429","THREE_PHASE_32A, AS3112, CARAVAN_MAINS_SOCKET, TESLA_S, TESLA_S","5","22, 22","2017-09-05T07:37:39Z, 2017-09-05T10:02:38Z, 2017-09-05T10:02:54Z, 2018-07-17T22:30:15Z, 2018-07-17T22:30:29Z","","Tesla, Tesla","10","69kms East of Southern Cross. (Rating: 1),  (Rating: 1), Charged at 11kw using Tesla destination charger. Great setup. Went for a walk to the reservoir - round trip 45mins. (Rating: 1),  (Rating: 1), Tesla destination charger only get 8kw. I used my 3phase Khon charger to get 12kw (Rating: 0),  (Rating: 1), Hi Folks,

The title photo for this charging station is no longer valid, the lady sold the place over a year ago….for correct phone number/bank details…please open cabinet, then go to “Chatging info Log Book” case (it’s on the inside of the door to the cabinet)…….and there you’ll find the right stuff/phone numbers etc. (Rating: 0), Now charging at 12 kw speed. Here until about 2pm. PLEASE NOTE: You might notice that POWER to the Tesla charger comes from inside the box…only when the black cable/orange 5pin connector is plugged into something! to get the hpwc Tesla charger to be powered, you must plug it into the 5 pin 3 phase 32 amp socket, and turn this socket from OFF to ON. You will then get green light on the Tesla charger once it is powered. PS…it might already be plugged in when you arrive, might just need to turn from OFF to ON.



 (Rating: 1), First I plugged in mine, then figured out Tesla, how to activate it as it's already connected to adapter, only have to plugin into 3phase socket, silly me....🤣 (Rating: 0), Will be here to get to next charging station, wonderful setup here. Great 👌 (Rating: 1), Note the bank details posted in the box are not correct..They have been notified  (Rating: 0),  (Rating: 1),  (Rating: 1), Easy to use setup and very welcoming.  (Rating: 1), Wonderful little meter box full of EV plug options. Will be paying via osko/payid, thanks guys. (Rating: 1), All good - if destination charger isn’t powered, it’s probably unplugged or switched off inside the adjacent panel. (Rating: 1),  (Rating: 1), A few issues charging with the 32 amp connection, kept stopping (Rating: 1), Grateful for this charge point as Merredin is still out of service! (Rating: 1), Charging Atto 3 great at 3.1kW and Tesla 3 great at 21kW off 3ph + boot DC (Rating: 1),  (Rating: 1), Lovely place to chill out for a couple of hours. Power in the arvo flickered a couple times around sunset, I think the place is on batteries/grid power. Constant power supply, though the Tesla charger won’t restart charging without unplug/replug so don’t have a nap too quickly 😅 (Rating: 1),  (Rating: 1), 20kw via Setec portable  (Rating: 1), Thank you 👍 (Rating: 1), If you’re staying overnight and need to get away on time, make sure you communicate that to manager, i got up and only had 40% oops  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Thank you so much for providing this service. We loved reading all about the history while we charged up.  (Rating: 1), Just a short one need to go to SC thank you! (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Easy. A quick top up. Tesla wall charger and 20A? 3 phase. Quirky, and very quiet.  (Rating: 1), Interesting location a must stop in for a charge and look around.  (Rating: 1), Plug in the 3p, switch it on, switch breaker cb6  tesla charger should flash green and start charging. For kwh note number on the mains power meter. 0400618314 (Rating: 1), #AUSYtour Day 17, 13 Sep’22 - 13,142km (Rating: 1), Quick charge. Thanks Koora Retreat. (Rating: 1), Arrived with 6kwh in battery and charging to full overnight.  (Rating: 1), Great service! (Rating: 1), Very helpful people. Lockie was kind enough to show us around. (Rating: 1), Very good charging facility though not super easy to locate it.  (Rating: 1),  (Rating: 1), Charged back in 21 April, nice people,  (Rating: 1), This property is for sale.  Hopefully the buyers will maintain the charging service.
https://www.realestate.com.au/property-lifestyle-wa-boorabbin-700162594 (Rating: 0), Overnight 04-05 March. Thanks Mick for leaving the lights on and coming out to check when I arrived :)
6.1kW is about max for my T3 (Rating: 1), Great spot. Thank Anna, Peter and Patrick.   (Rating: 1), Short stop for a charge too up. Very interesting and friendly visit. Great what these folk have done by personally taking such a strong interest in EVs and many other great interests.  (Rating: 1), Charged up on the way back from Kalgoorlie as well.
While the owners Peter and Anna were away we were looked after by John and Lorna.
A delightful couple and a pleasure to meet.
Thank you John and Lorna.
 (Rating: 0)","https://www.plugshare.com/location/127413","Koora Retreat"
"91 Robinson Rd","Brookton","WA","6306","COMBO_TYPE2, COMBO_TYPE2, TYPE_2","1","","2023-09-15T13:53:53Z","WA EV Network","","","","https://www.plugshare.com/location/558756","WA EV Network - Brookton (Coming Soon)"
"1 Frantom Way","Bremer Bay","WA","6338","TESLA_S, TESLA_S","2","22, 22","2017-11-22T00:21:21Z, 2017-11-22T00:21:39Z","Tesla Destination","Tesla, Tesla","10","We’re back for lunch again. (Rating: 1), Charging now, will be having lunch inside.
One charger didn’t work for me, and there’s an ICE in the other bay so it took an angle park. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Charging now and having nice cofe (Rating: 1), Having dinner. Great meal (Rating: 1),  (Rating: 1), Message if you need to change.  (Rating: 1), Staying at resort will charge as much as possible message me if you need it (Rating: 0),  (Rating: 1), Port furthest from the pub is not working! (Rating: 1), Worked well. Going back this evening. I'll try the other side.
 (Rating: 1), Connected and working perfectly  (Rating: 1), All done (Rating: 1), Simple to connect. 16A 11kW (Rating: 1), Have gone for a walk so please message if it is urgent.  (Rating: 1), Glad to see other cars can also charge. Thank you (Rating: 0), Charger in the Western side is faulted with exposed wires out the base.
Eastern side charger in use by Atto 3 🤣 (Rating: -1), Atto 3 charging great off the eastern plug on a 'Tesla Only' charger 😊
Western plug currently faulty. (Rating: 1), Plug on the western side faulted.
Bay on the eastern side is iced, but with some funky parking the cable can reach. (Rating: 1),  (Rating: 1), I was Iced out but found the offender in the pub and they very graciously moved and appreciated us for owning an ev.  (Rating: 1), I was Iced out but found the offender in the pub and they very graciously moved and appreciated us for owning an ev.  (Rating: 1),  (Rating: 1), We dealt with Mel, the owner of The Bremer Bay Resort. We got an error message the second time we charged there. Mel reset the switchboard supplying the Destination charger and sorted it out. The Resort paid for the charge points and supplies the power as a community service. Gotta love that spirit. Coffee was good too! (Rating: 0), After attention from the staff, the charger is working again. (Rating: 1), 4 April 2022: On 2 occasions the car gave a message ‘unable to charge-vehicle connection issue’. We charged easily here a few days ago but had this problem for the last 2 days. Then staff turned the power off and on again, and it worked.  (Rating: -1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), West facing Tesla charger is faulting( reported ).  Using second one (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), One of the two chargers not working (Rating: 1),  (Rating: 1),  (Rating: 1), Thanks Bremer Bay Resort. (Rating: 1), Two outlets - one with ants nest at socket. Cleaned and sprayed with WD40. Should be okay but ended up using the other plug - thanks to the Tavern. Was there earlier today 10 am until 1:30 pm.  (Rating: 1),  (Rating: 1), Charging free for guests.
Thanks Bremer Bay Resort.
250V and 85kph charge rate. (Rating: 1), Great spot (Rating: 1),  (Rating: 1),  (Rating: 1), Super easy to find at front of car park.
Nice motel rooms with views.

Arrived here from Hopetoun with 35% left in the tank. This trip has been so easy with the overnight charging.
I look forward to the end of the age of oil and the end of retrograde federal policies and politicians who want us to live in the past. (Rating: 1),  (Rating: 1)","https://www.plugshare.com/location/115077","Bremer Bay Resort"
"66 Brockman St","Pemberton","WA","6260","CHADEMO, COMBO_TYPE2, TYPE_2","2","50, 22","2021-06-28T17:11:10Z, 2023-07-31T18:22:56Z","Chargefox","Tritium","6.6","Seems set to 80% (Rating: 1), Juicin da byddy (Rating: -1), Juicing up (Rating: 1), Has anyone complained to charge fox about the issues? (Rating: 0), Dropped out after 18 minutes. 

 (Rating: 1),  (Rating: 1), Yet another RAC charger down south not working.  You’d think there would be a local tech who could come and reset the machines when they don’t communicate!  (Rating: -1), Charging stop at 80% battery. (Rating: 1), CCS2 fast charger still not working. (Rating: 0), Only the slow Type 2 is working here.  (Rating: 1), Fast chargers currently out of order.  (Rating: 0),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Was down yesterday afternoon but back in business this morning  (Rating: 1), DC charger not working so used the BYO cable Type 2. Took a couple tries: need to unlock in Chargefox app, plug in, then press the green button while it is still flashing. (Rating: 1), DC Charged for 30 minutes then stopped. Could not be reset through the app or at the charger itself.  (Rating: -1), UPDATE - charger worked for 30 minutes then stopped. Could not be restarted from the app. Showed the station as out of order. (Rating: 1), Worked perfectly through the app this morning.  (Rating: 1), Could start DC charger using RFID card despite app showing it as broken with no option to start charge through app. Appears to be locked to 80% max charge. Will see if it stops then (Rating: 1), Here for an hour ish (Rating: 1), Having a meal.  Charged to 100% no problems (Rating: 1),  (Rating: 1), the right side charger cut out after 20 min charging. gave an error msg after.
thhe left side never worked.  (Rating: 0), Only allows charging to 80%

Faulted after 10 minutes. Returned to restart session.  (Rating: 1), Added 7kwh then stopped. Currently rebooting but not hopeful 😡 (Rating: -1),  (Rating: 1), Received error 302 when trying to charge. Had to use other slower charger with BYO cable (Rating: -1), Had to use this one as the other faster charger is not working at the moment (Rating: 1), Worked perfectly (Rating: 1), Faulted at 67% so had to restart it. (Rating: 0),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Stopped sat 70% bit I was able to restart and went to 100% (Rating: 1),  (Rating: 1), 45kw after several attempts.  (Rating: 1), Unable to start charge on the CCS2 DC fast charger, moved to the AC charger getting 11kW. It's great to have the AC backup thanks RAC. Tritium chargers though, hmmm (Rating: -1), DC out of service. AC only working port (Rating: -1), DC charger not working. Type 2 AC is only working outlet (Rating: 1), Get enough juice heading to Margaret River WA (Rating: 1),  (Rating: 1),  (Rating: 1), Stopped working after 15 minutes. I had to remove and connect again.  (Rating: 1), 44kw (Rating: 1),  (Rating: 1)","https://www.plugshare.com/location/319367","Apex Park Carpark"
"3 Moorshead St","Jerramungup","WA","6337","TESLA_S, TESLA_S","2","6, 6","2018-07-17T22:29:06Z, 2018-07-17T22:29:22Z","Tesla Destination","Tesla, Tesla","10"," (Rating: 1), Stayed overnight in quiet clean caravan park (Rating: 1), Nice place to stay (Rating: 1), Beautiful grounds, clean facilities, and the destination charger used worked perfectly. (Rating: 1),  (Rating: 1), Sydney to Perth trip. 11Kw and a good sleep.  $30. ($0.50kwh).  (Rating: 1), Staying overnight  (Rating: 1), Two Tesla charges. One works well  (Rating: 1),  (Rating: 1), Thanks
S 85 23KW @ 250V (Rating: 1), $0.50 kWh
And $15 to stay the night
Very nice  (Rating: 1), Used the intercom on front wall of the office and was sent to the charger. Very obliging and helpful response to us just randomly turning up. Booked elsewhere but would come back to overnight. (Rating: 1), Thanks jeramungup! Great playground up the road (Rating: 1),  (Rating: 1), Located along boundary 50m to left as you enter caravan park 50 cents kw . Push button on office door to talk to caretaker  (Rating: 1),  (Rating: 1), Stayed overnight, used the 32amp single phase  (Rating: 1), Esko is the park manager and keen to help. At the moment the fee is 50c per kWH. There is an unlocked fusebox box near the charge point with a switch marked Tesla. A lizard had taken up house in the Tesla plug so first check for wildlife. (Rating: 1),  (Rating: 1)","https://www.plugshare.com/location/157359","Jeramungup Caravan Park"
"6 N W Coastal Hwy","Meadow","WA","6532","AS3112, THREE_PHASE_32A, TESLA_S","3","22","2016-06-29T03:47:54Z, 2016-10-23T02:54:44Z, 2017-09-27T21:46:31Z","","Tesla","10"," (Rating: 1), #AUSYtour (Rating: 1),  (Rating: 1),  (Rating: 1), Just spoke to staff who in turn spoke to ‘the boss.’ They say there is only one Tesla charger as well as the standard wall outlet. Not sure why they don’t offer the 3 phase as an option when it is there.  (Rating: 1), Using Tesla charger. The 3 phase is 100m down the road in van park, not near the Tesla charger. I can see why some people haven’t found it. I will tell the staff now who don’t know where it is.  (Rating: 1), I wrote that comment because there were three of us who couldn’t find the 3 phase charger, including the Tesla owner in front of me in the queue. The staff who worked at Billabong also said there was only one tesla charger and 10amp (that we used whilst we waited and got 5% on in the three hours we were waiting). To then be sent rude messages on here, and have my post screenshot and put on Facebook by the guys who run the Tesla Owners Club WA with some accompanying rant is quite off putting to new EV drivers. We tried to do our research, there was limited internet once we were there. If you have problems please message me and I’ll try to be as kind and helpful as possible.  (Rating: 0), Tried the Tesla destination charger, works well at 11kW. Paid $10 and now charging overnight in the van park. (Rating: 1), Please disregard previous comment. 
There are two places to charge including a 3 phase socket which would have easily allowed one to charge in the time the earlier commenter said he waited for the destination charger.
This is not a forum for baseless claims, it's here to check in and help others check the status of charging points (Rating: 0), Only 1 charger, waited 6 hrs to have a free spot to charge. Avoid if you can. (Rating: 0),  (Rating: 1),  (Rating: 1),  (Rating: 1), Good spot for breakfast. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Lovely folk. Capped at $10 for as long as you need. We bought food and drinks to make it more worth while for them. 50km/hr of charge. (Rating: 1), Charging for about 40 min. Message me here if I'm blocking you (Rating: 1), Charging overnight (Rating: 1),  (Rating: 1), will finish 10.15 (Rating: 1), This was last night but no phone signal or WiFi there. Used the Tesla destination charger (type 2) without issues and charged to 100% overnight.  (Rating: 1), Found BETWEEN the roadhouses, in about 80meters off the road, swing left around the tree.
Was there 12:30 to 2:30pm today but local Internet was non-responsive, probably in part due to crowds stopping both locations here.
Averaged 172 Wh/km, consuming 31kw @ ~100kph from Northampton to here. Added 16kw at this charger to get to Carnarvon with reserves. No one else waiting. (Rating: 1),  (Rating: 1), will finish at 830pm. drawing 11kw
 (Rating: 1), Charging at 11kW. Will be here for 2 hours (Rating: 1), $16 for the charge.
Getting ready for their DC chargers! (Rating: 1), Friendly staff. Staying overnight so paid no fee to charge.
11kw Tesla charger.. No issues (Rating: 1),  (Rating: 1), Had to pay $10. Working fine. (Rating: 1), Will be charging till 2000 hours  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Model X 90D @ 24A 3P (17kW) (Rating: 1), Nice people, good food. Charged at 11 KW. 
There are two Billabong Roadhouses. The southern one has the chargers. (Billabong Homestead) (Rating: 1), 10$ pay at the bar. (Rating: 1),  (Rating: 1), Excellent the tesla works with our Ionq. Solid 7kW (Rating: 1), No one is awake. I’ll send cash later.  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), $10, pick a decent tune on the Juke box while you charge  (Rating: 1), Good  (Rating: 1),  (Rating: 1), AUSYtour 10 September 2022 (Rating: 1)","https://www.plugshare.com/location/90213","Billabong Homestead Hotel Motel"
"202 Hampton Rd","Northampton","WA","6535","COMBO_TYPE2, COMBO_TYPE2, TYPE_2","2","150, 7","2023-08-03T22:54:03Z, 2023-08-03T22:54:03Z","Chargefox","Kempower","10"," (Rating: 1), Very nice spot for a round trip from Geraldton to Hutt Lagoon & Kalbarri National Park before Kalbarri charging station opens (Rating: 1),  (Rating: 1), Last charge before Carnarvon, will play safe and charge to 98%. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Chargefox app is down, glad to see these stations are configured to allow unauthenticated (free) charging in case of network issues (Rating: 1), Quick top up. (Rating: 1),  (Rating: 1), Quick charging (Rating: 1), #AUSYBroometour.
First fast DC since Broome 1927km away (Rating: 1),  (Rating: 1), Model 3 (Rating: 1), 103kw nice new charge station. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Very easy, topped up for trip toKambarri (Rating: 0),  (Rating: 1), Should be about an hour :)  (Rating: 1), 1st time at this charger … happy to have it. Billabong next … uggggg slow charge  (Rating: 1),  (Rating: 1), Close to amenities. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Thanks WA govt and Synergy! Quick test charge and (Rating: 1),  (Rating: 1),  (Rating: 1), handy got full charge (Rating: 1),  (Rating: 1), Seamless fast charge. Great location to stroll to bakery or shops. We'll done Synergy and Northampton. Charging done right. (Rating: 1),  (Rating: 1), 68kw (Rating: 0),  (Rating: 1), Going to 100%, hoping to get to Carnarvon without stopping :) (Rating: 1),  (Rating: 1),  (Rating: 1), Successful charge on DC. Northampton is the second charger to be commissioned on the EV network. (Rating: 1),  (Rating: 1), Here for the next 30 minutes  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Thank you UWA, Northampton, Synergy, TOCA, AEVA, TOCWA  (Rating: 1), Charged quickly and efficiently. Easy to find and was clean. Easy stop on the way up north.  (Rating: 1), T2 charger showing undervoltage error.
DC charger quite rightly refused to charge us since our SOC was already too high. (Rating: -1), The second operational WA EV Network Fast DC charger. Congratulations to the whole team at Synergy! (Rating: 1)","https://www.plugshare.com/location/476704","Northampton Lions Park playground"
